KO,EC,RXN
K05366,2.4.99.28;3.4.16.4,
K28205,2.6.1.52,R04173
K02519,,
K02747,,R08366
K01198,3.2.1.37,R01433
K04095,2.7.7.108,
K06909,,
K01999,,
K13819,,
K07456,,
K01358,3.4.21.92,
K07347,,
K01056,3.1.1.29,
K03760,2.7.8.43,R11555;R11556;R11557;R12202
K07012,5.6.2.4,
K01547,7.2.2.6,
K01868,6.1.1.3,R03663
K15553,,
K03617,,
K01992,,
K07014,,
K05838,,
K01423,,
K10763,,
K02035,,
K28227,,R13481
K03735,4.3.1.7,R00749
K03168,5.6.2.1,
K20274,,
K00789,2.5.1.6,R00177;R04771
K02389,,
K07224,,
K19080,,
K07493,,
K02619,4.1.3.38,R05553
K05349,3.2.1.21,R00026;R00306;R02558;R02887;R02985;R03527;R04949;R04998;R10035;R10039;R10040;R13051;R13052;R13065;R13081
K11751,3.1.3.5;3.6.1.45,R00183;R00511;R00963;R01126;R01227;R01569;R01664;R01968;R02088;R02102;R02323;R02719;R03346;R12958
K09906,,
K23537,,
K03781,1.11.1.6,R00009;R00602;R02670
K00700,2.4.1.18,R02110
K13821,1.2.1.88;1.5.5.2,R00245;R00707;R00708;R01253;R04444;R04445;R05051;R13148
K25285,,
K09117,,
K04763,,
K12282,,
K01956,6.3.5.5,R00256;R00575;R01395;R10948;R10949
K03466,,
K26148,3.1.4.52,
K00700,2.4.1.18,R02110
K06145,,
K10540,,
K07715,,
K02622,5.6.2.2,
K06894,,
K03151,2.8.1.4,R07461
K02837,,
K01256,3.4.11.2,R00899;R04951
K01460,3.5.1.78;6.3.1.8,R01917;R01918
K03581,3.1.11.5,
K07497,,
K00433,1.11.1.10,
K03695,,
K27495,3.2.1.226,
K02519,,
K02030,,
K02337,2.7.7.7,
K02470,5.6.2.2,
K18434,,
K01534,7.2.2.12;7.2.2.21,
K01881,6.1.1.15,R03661
K02014,,
K14193,,
K00382,1.8.1.4,R00209;R01210;R01221;R01651;R01698;R01933;R03171;R03815;R07618;R08549
K07120,,
K03546,,
K01187,3.2.1.20,R00028;R00801;R00802;R06087;R06088
K26842,,
K02014,,
K00138,,R00711
K03578,5.6.2.6,
K21573,,
K01187,3.2.1.20,R00028;R00801;R00802;R06087;R06088
K02470,5.6.2.2,
K10748,,
K01689,4.2.1.11,R00658
K04567,6.1.1.6,R03658
K07787,,
K01478,3.5.3.6,R00552
K06901,,
K01652,2.2.1.6,R00006;R00014;R00226;R03050;R04672;R04673;R08648
K05588,7.1.1.2,R11945
K01972,6.5.1.2,R00382
K02337,2.7.7.7,
K00925,2.7.2.1,R00315;R01353
K00700,2.4.1.18,R02110
K25137,2.1.1.173,
K01870,6.1.1.5,R03656
K07052,,
K01494,3.5.4.13,R02325
K03522,,
K07487,,
K09474,3.1.3.2,R00548
K07277,,
K00558,2.1.1.37,R04858
K01937,6.3.4.2,R00571;R00573
K11927,5.6.2.7,
K03798,,
K01278,3.4.14.5,
K04075,6.3.4.19,R09597
K03701,,
K06189,,
K00558,2.1.1.37,R04858
K07496,,
K14742,,
K20615,4.2.1.145,
K03758,,
K01478,3.5.3.6,R00552
K00926,2.7.2.2,R00150;R01395
K00611,2.1.3.3,R01398
K03110,,
K01784,5.1.3.2,R00291;R02984
K01524,3.6.1.11;3.6.1.40,R03409
K00937,2.7.4.1,
K08682,3.1.4.14,R01623
K07716,2.7.13.3,
K03427,2.1.1.72,
K01147,3.1.13.1,
K03442,,
K09795,,
K06915,,
K00647,2.3.1.41,R02768;R04355;R04726;R04952;R04957;R04960;R04963;R04968;R07762;R10115;R10119
K03043,2.7.7.6,
K03299,,
K26815,2.4.1.393,
K03274,5.1.3.20,R05176
K19294,,
K03615,7.1.1.11;7.2.1.2,
K12435,,
K07729,,
K02484,2.7.13.3,
K12524,1.1.1.3;2.7.2.4,R00480;R01773;R01775
K18895,,
K19265,,
K01972,6.5.1.2,R00382
K01525,3.6.1.41,R00125
K08566,3.4.23.48,
K03497,,
K01187,3.2.1.20,R00028;R00801;R00802;R06087;R06088
K07478,,
K00558,2.1.1.37,R04858
K03528,,
K02112,7.1.2.2;7.2.2.1,
K01869,6.1.1.4,R03657
K11618,,
K25232,,
K07102,2.7.1.221,R08968;R11024
K07768,2.7.13.3,
K02968,,
K03924,,
K01710,4.2.1.46,R06513
K03631,,
K25314,2.7.1.52;2.7.7.30,R01951;R03161
K08676,,
K26604,,
K27184,2.4.1.394,
K01662,2.2.1.7,R05636
K07792,,
K09607,,
K03046,2.7.7.6,
K15584,,
K06413,,
K03106,3.6.5.4,
K03407,2.7.13.3,
K05889,1.1.2.6,R03136
K03632,,
K01408,3.4.24.56,
K01665,2.6.1.85,R01716
K08968,1.8.4.14,R02025
K18326,,
K17882,,
K03546,,
K26723,,
K01154,3.1.21.3,
K07240,,
K07665,,
K00382,1.8.1.4,R00209;R01210;R01221;R01651;R01698;R01933;R03171;R03815;R07618;R08549
K02551,2.2.1.9,R08165
K03695,,
K01843,5.4.3.2,R00461
K00240,1.3.5.1,R02164
K03724,5.6.2.4;5.6.2.6,
K18930,,R00297
K07250,2.6.1.19;2.6.1.22;2.6.1.48,R00908;R01648;R02274;R04188
K02056,,
K00666,,
K01991,,
K02001,,
K01972,6.5.1.2,R00382
K07459,,
K03520,1.2.5.3,R11168
K21645,,
K01870,6.1.1.5,R03656
K12257,,
K01142,3.1.11.2,
K03587,3.4.16.4,
K04077,5.6.1.7,
K06861,7.5.2.5,
K00432,1.11.1.9,R00274
K07781,,
K21061,,R11428
K03523,,
K06133,,R01625
K01897,6.2.1.3,R00390;R01280
K24136,1.11.1.27,R12578
K19302,3.6.1.27,R05627
K00426,7.1.1.7,R11325
K15342,,
K20035,1.3.99.41,R11130
K03522,,
K07064,,
K07003,,
K01755,4.3.2.1,R01086
K01153,3.1.21.3,
K11072,7.6.2.11,
K00111,1.1.5.3,R00848
K10112,,
K26937,,
K09118,,
K02469,5.6.2.2,
K00265,1.4.1.13,R00114;R00248
K01735,4.2.3.4,R03083
K01805,5.3.1.5,R00307;R00878;R01432;R12986
K09988,5.3.1.15,R01898
K27802,4.2.1.3;4.2.1.99,R01324;R01325;R01900;R04425
K01803,5.3.1.1,R01015
K07496,,
K02313,,
K07775,,
K12998,,
K07496,,
K00615,2.2.1.1,R01067;R01641;R01830;R06590
K03722,5.6.2.3,
K14742,,
K02040,,
K02037,,
K02038,,
K02036,7.3.2.1,
K02039,,
K00796,2.5.1.15,R03066;R03067
K09809,2.7.8.12,R12806;R12861
K10254,4.2.1.53,
K03406,,
K21449,,
K07258,3.4.16.4,
K07282,,
K01893,6.1.1.22,R03648
K03763,2.7.7.7,
K00265,1.4.1.13,R00114;R00248
K03585,,
K03427,2.1.1.72,
K02517,2.3.1.241,R05146;R12193
K07010,,
K02553,,
K16692,2.7.10.3,
K20509,7.2.4.1,R03028;R09509;R12212
K03783,2.4.2.1,R01561;R01863;R01969;R02147;R02294;R02295;R02297;R02557;R02748;R08368;R10244
K01006,2.7.9.1,R00206
K02945,,
K05994,3.4.11.10,
K07456,,
K01873,6.1.1.9,R03665
K03631,,
K01662,2.2.1.7,R05636
K00656,2.3.1.54,R00212;R06987
K26794,,
K16898,5.6.2.4,
K01768,4.6.1.1,R00089;R00434
K04068,1.97.1.4,R04710
K01547,7.2.2.6,
K02860,,
K00262,1.4.1.4,R00248
K07706,2.7.13.3,
K07497,,
K01872,6.1.1.7,R03038
K07506,,
K05847,7.6.2.9,
K07568,2.4.99.17,R10220
K03696,,
K01003,4.1.1.112,R00217
K01872,6.1.1.7,R03038
K15923,3.2.1.51,
K03070,7.4.2.8,
K02517,2.3.1.241,R05146;R12193
K15866,5.3.3.18,R09837;R09839
K03601,3.1.11.6,
K15921,3.2.1.55,R01762
K06969,2.1.1.191,
K14441,2.8.4.4,R10652
K02621,5.6.2.2,
K02392,,
K21636,1.1.98.6,R11633;R11634;R11635;R11636
K03284,,
K08884,2.7.11.1,
K01835,5.4.2.2,R00959;R01057;R08639
K03426,3.6.1.22,R00103;R03004;R11104
K02342,2.7.7.7,
K02519,,
K18320,,
K13888,,
K06079,,
K21739,,
K06923,,
K21572,,
K21739,,
K12516,,
K05524,,
K03183,2.1.1.163;2.1.1.201,R09736;R09737
K09822,,
K11904,,
K13482,1.17.1.4,R01768;R02103
K11747,,
K08224,,
K03169,5.6.2.1,
K19427,,
K01880,6.1.1.14,R03654
K03274,5.1.3.20,R05176
K07114,,
K13993,,
K18138,,
K02858,4.1.99.12,R07281
K09919,,
K21573,,
K22994,4.2.2.9,R02361
K16899,5.6.2.4,
K07459,,
K01153,3.1.21.3,
K03702,,
K02798,2.7.1.197,R02704
K06898,2.5.1.143,R12017
K01153,3.1.21.3,
K03427,2.1.1.72,
K21528,,
K00765,2.4.2.17,R01071
K05339,,
K03308,,
K06441,1.12.7.2,R00019
K09812,,
K03496,,
K02014,,
K15255,5.6.2.3,
K03305,,
K02945,,
K11936,,
K00658,2.3.1.61,R01933;R02570;R02571;R08549
K02346,2.7.7.7,
K14155,4.4.1.13,R00782;R01286;R02408;R04941;R12188
K07487,,
K07386,,
K07386,,
K02048,,
K12974,2.3.1.242,R10906
K01119,3.1.3.6;3.1.4.16,R01562;R01877;R02148;R02370;R03537;R03538;R03929;R05135
K16787,,
K01712,4.2.1.49,R02914
K07711,2.7.13.3,
K11784,1.21.98.1,R08588
K01000,2.7.8.13,R05629;R05630
K00266,1.4.1.13,R00114;R00248
K19171,,
K13730,,
K03641,,
K07154,2.7.11.1,
K01687,4.2.1.9,R01209;R04441;R05070
K05541,,
K03572,,
K03496,,
K15582,,
K12437,,R13275
K06045,4.2.1.129;5.4.99.17,R07322;R07323
K07126,,
K05592,5.6.2.7,
K05973,3.1.1.75,R05118
K02796,,R02630
K00065,1.1.1.127,R01542
K00850,2.7.1.11,R00756;R03236;R03237;R03238;R03239;R04779
K21573,,
K03629,,
K13243,3.1.4.52,R08991
K01867,6.1.1.2,R03664
K00854,2.7.1.17,R01639
K02316,2.7.7.101,
K04068,1.97.1.4,R04710
K01911,6.2.1.26,R04030
K03654,5.6.2.4,
K00067,1.1.1.133,R02777
K14338,1.14.14.1;1.6.2.4,R03629;R04121;R05259
K01885,6.1.1.17,R05578
K01953,6.3.5.4,R00578
K12132,2.7.11.1,
K07586,,
K01154,3.1.21.3,
K07037,,
K06077,,
K03553,,
K03775,5.2.1.8,
K01194,3.2.1.28,R00010
K07278,,
K03281,,
K23773,,
K06203,,
K15977,,
K01972,6.5.1.2,R00382
K07118,,
K04765,3.6.1.9,R00087;R00103;R00287;R00426;R00515;R00662;R03004;R03036;R11323
K03710,,
K13444,1.8.3.7,
K18537,2.1.1.394,R13357;R13358
K03168,5.6.2.1,
K03695,,
K10108,,
K03095,,
K00526,1.17.4.1,R02017;R02018;R02019;R02024
K03634,,
K07478,,
K03593,,
K02395,,
K01130,3.1.6.1,R04856
K00850,2.7.1.11,R00756;R03236;R03237;R03238;R03239;R04779
K19293,,
K06186,,
K02469,5.6.2.2,
K01933,6.3.3.1,R04208
K25314,2.7.1.52;2.7.7.30,R01951;R03161
K01662,2.2.1.7,R05636
K22447,,
K01284,3.4.15.5,
K06180,5.4.99.23,
K03596,,
K16395,,
K02335,2.7.7.7,
K03168,5.6.2.1,
K00931,2.7.2.11,R00239
K06181,5.4.99.20,
K00525,1.17.4.1,R02017;R02018;R02019;R02024
K06889,,
K03704,,
K07772,,
K04753,,
K04835,4.3.1.2,R03696
K11717,2.8.1.7;4.4.1.16,R03599;R11528
K03385,1.7.2.2,R05712
K07482,,
K08218,,
K07482,,
K02014,,
K03771,5.2.1.8,
K02519,,
K11085,7.5.2.6,
K21573,,
K06894,,
K08351,,R10127
K02035,,
K00102,1.1.2.4,R00197
K03555,,
K01952,6.3.5.3,R04463
K03529,,
K04763,,
K07636,2.7.13.3,
K07657,,
K03324,,
K01147,3.1.13.1,
K08350,,
K03177,5.4.99.25,
K05803,,
K02470,5.6.2.2,
K05517,,
K07639,2.7.13.3,
K05349,3.2.1.21,R00026;R00306;R02558;R02887;R02985;R03527;R04949;R04998;R10035;R10039;R10040;R13051;R13052;R13065;R13081
K04072,1.1.1.1;1.2.1.10,R00228;R00623;R00754;R01172;R04880;R05233;R05234;R06917;R06927
K11070,,
K12960,3.5.4.28;3.5.4.31,R00193;R09660
K03546,,
K00077,1.1.1.169,R02472
K01992,,
K08680,4.2.99.20,R08166
K06413,,
K07493,,
K09909,,
K01696,4.2.1.20,R00674;R02340;R02722
K01933,6.3.3.1,R04208
K18889,,
K24570,,
K03555,,
K07316,2.1.1.72,
K01156,3.1.21.5,
K00615,2.2.1.1,R01067;R01641;R01830;R06590
K07263,,
K02335,2.7.7.7,
K03219,,
K21963,,
K03086,,
K07133,,
K27377,,
K11747,,
K08481,,
K06894,,
K07456,,
K01187,3.2.1.20,R00028;R00801;R00802;R06087;R06088
K03150,4.1.99.19,R10246
K06142,,
K03046,2.7.7.6,
K03789,2.3.1.266,
K10026,4.3.99.3,R10002
K07154,2.7.11.1,
K04086,,
K07126,,
K19237,3.4.22.47,
K01190,3.2.1.23,R01105;R01678;R03355;R04783;R06114
K03591,,
K01185,3.2.1.17,
K03564,1.11.1.24,
K14742,,
K01142,3.1.11.2,
K19005,2.7.8.20,R05081;R10849;R12813;R12900;R12901
K07027,,
K06941,2.1.1.192,
K03500,2.1.1.176,
K01488,3.5.4.4,R01560;R02556
K03465,2.1.1.148,R06613
K03759,,
K14261,,
K05796,,
K01938,6.3.4.3,R00943
K16092,,
K11904,,
K01056,3.1.1.29,
K01182,3.2.1.10,R00801;R01718;R01791;R06199
K00088,1.1.1.205,R01130;R08240
K03168,5.6.2.1,
K03403,6.6.1.1,R03877
K03609,,
K03610,,
K03703,,
K03924,,
K16692,2.7.10.3,
K01179,3.2.1.4,R06200;R11307;R11308
K01876,6.1.1.12,R05577
K01754,4.3.1.19,R00220;R00996
K03310,,
K07497,,
K00567,2.1.1.63,
K03046,2.7.7.6,
K01810,5.3.1.9,R00771;R02739;R02740;R03321;R13199
K03839,,
K01998,,
K07354,,
K11105,,
K08641,3.4.13.22,
K06877,,
K07497,,
K00937,2.7.4.1,
K01524,3.6.1.11;3.6.1.40,R03409
K01448,3.5.1.28,R04112
K00626,2.3.1.9,R00238;R01177
K00574,2.1.1.79,
K11959,,
K03655,5.6.2.4,
K16066,1.1.1.381,R09289;R10851;R10852
K03981,5.3.4.1,
K08300,3.1.26.12,
K02563,2.4.1.227,R05032;R05662;R06173;R06174
K26400,4.2.1.118,R01627
K10440,,
K01999,,
K01156,3.1.21.5,
K03703,,
K16092,,
K01006,2.7.9.1,R00206
K04771,3.4.21.107,
K01881,6.1.1.15,R03661
K07496,,
K17733,,
K01915,6.3.1.2,R00253
K00820,2.6.1.16,R00768
K07700,2.7.13.3,
K01989,,
K01185,3.2.1.17,
K21573,,
K03924,,
K03760,2.7.8.43,R11555;R11556;R11557;R12202
K03070,7.4.2.8,
K03595,,
K21573,,
K26284,,
K18475,,
K15726,,
K01874,6.1.1.10,R03659;R04773
K13735,,
K01139,2.7.6.5;3.1.7.2,R00336;R00429
K04759,,
K06958,,
K12109,,
K21573,,
K02004,,
K02548,2.5.1.74,R10757
K00425,7.1.1.7,R11325
K03657,5.6.2.4,
K03776,,
K04038,1.3.7.7,R06282
K06192,,
K07452,,
K03979,,
K07552,,
K00287,1.5.1.3,R00936;R00937;R00939;R00940;R02235;R02236;R11765
K01525,3.6.1.41,R00125
K02528,2.1.1.182,R10716
K00097,1.1.1.262,R05681;R05837;R07406
K03771,5.2.1.8,
K04744,,
K07102,2.7.1.221,R08968;R11024
K00992,2.7.7.99,R11025
K05801,,
K20755,3.4.21.121,
K15828,,
K06177,5.4.99.28;5.4.99.29,
K03820,2.3.1.269,
K03490,,
K02039,,
K09163,,
K01870,6.1.1.5,R03656
K02337,2.7.7.7,
K01918,6.3.2.1,R02473
K06941,2.1.1.192,
K06139,1.21.98.4,
K24300,4.2.1.135,R10266
K07497,,
K06217,,
K03575,3.2.2.31,
K01533,7.2.2.9,
K09767,,
K08218,,
K11752,1.1.1.193;3.5.4.26,R03458;R03459
K21465,,
K00228,1.3.3.3,R03220
K03737,1.2.7.1,R01196;R10866
K04091,1.14.14.34;1.14.14.5,R07210;R10206
K16092,,
K21449,,
K07580,,
K07263,,
K21573,,
K07647,2.7.13.3,
K01867,6.1.1.2,R03664
K09607,,
K03581,3.1.11.5,
K01854,5.4.99.9,R00505;R09009
K01620,4.1.2.48,R00751;R06171
K03551,5.6.2.4,
K02337,2.7.7.7,
K02519,,
K01876,6.1.1.12,R05577
K08312,,R01054
K02005,,
K01190,3.2.1.23,R01105;R01678;R03355;R04783;R06114
K03579,5.6.2.6,
K07716,2.7.13.3,
K18479,5.3.1.31,R10765;R12996
K01992,,
K03668,,
K03797,3.4.21.102,
K02036,7.3.2.1,
K03588,2.4.99.28,
K01666,4.1.3.39,R00750
K01214,3.2.1.68,R09995;R11261
K03631,,
K01278,3.4.14.5,
K01176,3.2.1.1,R02108;R02112;R11262
K21573,,
K03814,2.4.99.28,
K03657,5.6.2.4,
K12525,1.1.1.3;2.7.2.4,R00480;R01773;R01775
K14155,4.4.1.13,R00782;R01286;R02408;R04941;R12188
K02470,5.6.2.2,
K27802,4.2.1.3;4.2.1.99,R01324;R01325;R01900;R04425
K04046,,
K00647,2.3.1.41,R02768;R04355;R04726;R04952;R04957;R04960;R04963;R04968;R07762;R10115;R10119
K11085,7.5.2.6,
K01190,3.2.1.23,R01105;R01678;R03355;R04783;R06114
K18910,5.1.3.30;5.1.3.31,R10817;R10818
K00554,2.1.1.228,R00597
K12512,,
K07647,2.7.13.3,
K03043,2.7.7.6,
K00208,1.3.1.10;1.3.1.9,R01403;R01404;R04429;R04430;R04724;R04725;R04955;R04956;R04958;R04959;R04961;R04962;R04966;R04967;R04969;R04970;R07765;R10118;R10122;R11671
K03665,,
K20263,2.7.13.3,
K01696,4.2.1.20,R00674;R02340;R02722
K02337,2.7.7.7,
K00036,1.1.1.363;1.1.1.49,R00835;R02736;R10907
K07030,2.7.2.18,
K23999,2.7.7.104;5.4.2.9,R00661;R12498
K21573,,
K02014,,
K01364,3.4.22.10,
K06894,,
K02195,,
K00253,1.3.8.4,R04095
K06877,,
K19002,2.4.1.337,R10850;R12902
K07133,,
K00762,2.4.2.10,R01870
K07025,,
K21449,,
K01226,3.2.1.93,R00837;R06113
K16553,,
K23269,6.3.5.3,R04463
K02066,,
K02014,,
K01874,6.1.1.10,R03659;R04773
K00548,2.1.1.13,R00946;R09365
K14393,,
K00973,2.7.7.24,R02328
K03070,7.4.2.8,
K16917,,
K11527,2.7.13.3,
K06877,,
K00548,2.1.1.13,R00946;R09365
K16053,,
K10038,7.4.2.1,
K21449,,
K07271,,R12821
K01555,3.7.1.2,R01364
K26607,,
K01525,3.6.1.41,R00125
K03688,,
K02003,,
K02483,,
K07386,,
K01925,6.3.2.9,R02783
K00627,2.3.1.12,R00209;R02569
K01782,1.1.1.35;4.2.1.17;5.1.2.3,R01975;R03026;R03045;R03276;R04137;R04170;R04203;R04204;R04224;R04737;R04738;R04739;R04740;R04741;R04744;R04745;R04746;R04748;R04749;R05305;R06411;R06412;R06941;R06942;R08093;R08094
K13285,,
K19693,,
K01191,3.2.1.24,
K18979,1.17.99.6,R12500
K03655,5.6.2.4,
K25706,2.3.1.234,
K03572,,
K00946,2.7.4.16,R00617
K00969,2.7.7.18,R00137;R03005
K03654,5.6.2.4,
K09474,3.1.3.2,R00548
K00989,2.7.7.56,
K12524,1.1.1.3;2.7.2.4,R00480;R01773;R01775
K01733,4.2.3.1,R01466;R05086
K18650,3.2.1.82,
K07025,,
K02564,3.5.99.6,R00765
K03529,,
K00252,1.3.8.6,R02487;R02488;R10074
K23107,,
K04744,,
K01854,5.4.99.9,R00505;R09009
K01256,3.4.11.2,R00899;R04951
K01890,6.1.1.20,R03660
K02952,,
K07796,,
K16566,,
K02335,2.7.7.7,
K03657,5.6.2.4,
K02013,,
K01220,3.2.1.85,R03256
K01756,4.3.2.2,R01083;R04559;R12851
K01322,3.4.21.26,
K00059,1.1.1.100,R02767;R04533;R04534;R04536;R04543;R04566;R04953;R04964;R07763;R10116;R10120;R11671
K03641,,
K07273,,
K03043,2.7.7.6,
K14205,2.3.2.3,
K00931,2.7.2.11,R00239
K02895,,
K02874,,
K06877,,
K00602,2.1.2.3;3.5.4.10,R01127;R04560
K01955,6.3.5.5,R00256;R00575;R01395;R10948;R10949
K01935,6.3.3.3,R03182;R12933;R12934
K01906,6.2.1.14,R03209
K01906,6.2.1.14,R03209
K00833,2.6.1.62,R03231
K01200,3.2.1.41,R02111
K07716,2.7.13.3,
K11959,,
K22311,2.3.1.265,R11781;R11782;R12039;R12042
K22944,4.6.1.1,R00089
K07004,,
K03281,,
K21470,,
K06198,,
K07700,2.7.13.3,
K04761,,
K05989,3.2.1.40,R13063;R13064
K03695,,
K03406,,
K03046,2.7.7.6,
K25650,,R12817
K21573,,
K13014,,R07662
K00121,1.1.1.1;1.1.1.284,R00623;R00754;R02124;R04880;R05233;R05234;R06917;R06927;R06983;R07105;R08281;R08306;R08310
K03657,5.6.2.4,
K07148,,
K28380,,
K03406,,
K02469,5.6.2.2,
K11076,7.6.2.16,
K27497,1.1.1.108;3.1.2.33,
K11073,,
K17686,7.2.2.8,
K06286,,
K01689,4.2.1.11,R00658
K14540,,
K05349,3.2.1.21,R00026;R00306;R02558;R02887;R02985;R03527;R04949;R04998;R10035;R10039;R10040;R13051;R13052;R13065;R13081
K07568,2.4.99.17,R10220
K03798,,
K05366,2.4.99.28;3.4.16.4,
K06409,,
K03092,,
K07640,2.7.13.3,
K01750,4.3.1.12,R00671
K02073,,
K03977,,
K18011,5.4.3.3,R02852;R03275
K01890,6.1.1.20,R03660
K00027,1.1.1.38,R00214
K00865,2.7.1.165,R08572
K07645,2.7.13.3,
K19709,2.8.3.8,R01179;R01359;R07832
K00286,1.5.1.2,R01248;R01251;R03291;R03293
K01256,3.4.11.2,R00899;R04951
K03795,4.99.1.3,R05807
K01139,2.7.6.5;3.1.7.2,R00336;R00429
K07497,,
K01885,6.1.1.17,R05578
K03733,,
K00036,1.1.1.363;1.1.1.49,R00835;R02736;R10907
K02014,,
K02529,,
K03469,3.1.26.4,
K02337,2.7.7.7,
K07391,,
K21573,,
K01752,4.3.1.17,R00220;R00590
K00812,2.6.1.1,R00355;R00694;R00734;R00896;R02433;R02619;R05052
K01921,6.3.2.4,R01150
K08676,,
K03979,,
K24847,,
K01364,3.4.22.10,
K26607,,
K04567,6.1.1.6,R03658
K07114,,
K06921,,
K02170,3.1.1.85,R09725
K03654,5.6.2.4,
K00847,2.7.1.4,R00760;R00867;R03920
K00029,1.1.1.40,R00216
K02498,,
K02377,1.1.1.271,R05692
K13444,1.8.3.7,
K03106,3.6.5.4,
K00058,1.1.1.399;1.1.1.95,R01513
K01955,6.3.5.5,R00256;R00575;R01395;R10948;R10949
K02841,2.4.99.23,
K25288,,
K00012,1.1.1.22,R00286
K14162,2.7.7.7,
K01183,3.2.1.14,R01206;R02334
K03476,,R07677
K01612,4.1.1.61,R01238
K06959,,
K03466,,
K12373,3.2.1.52,R00022;R03492;R04184;R04586;R05963;R06001;R06004;R07809;R07810;R11316;R12963
K01139,2.7.6.5;3.1.7.2,R00336;R00429
K03284,,
K02575,,
K07025,,
K19237,3.4.22.47,
K00789,2.5.1.6,R00177;R04771
K16692,2.7.10.3,
K20276,,
K05592,5.6.2.7,
K07485,,
K03583,3.1.11.5,
K01183,3.2.1.14,R01206;R02334
K02424,,
K00153,1.1.1.306,R09129;R10301
K02621,5.6.2.2,
K01364,3.4.22.10,
K07027,,
K09013,,
K11636,,
K03639,4.1.99.22,R09394
K02876,,
K20276,,
K02338,2.7.7.7,
K03686,,
K01940,6.3.4.5,R01954
K01755,4.3.2.1,R01086
K06402,,
K02389,,
K05934,2.1.1.131;2.1.1.272,R05180;R05809;R11580
K06959,,
K01192,3.2.1.25,
K09612,,
K21405,,
K01728,4.2.2.2,R02361;R06240
K14051,3.1.4.52,
K12790,,
K03406,,
K03230,,
K03498,,
K01809,5.3.1.8,R00772;R01819
K21471,,
K06162,3.6.1.63,R10186
K08602,,
K01874,6.1.1.10,R03659;R04773
K00347,7.2.1.1,
K00705,2.4.1.25,R02111;R05196
K05916,1.14.12.17,
K01736,4.2.3.5,R01714
K12574,,
K00263,1.4.1.9,R01088;R01434;R02196
K03650,,R08701
K15921,3.2.1.55,R01762
K01187,3.2.1.20,R00028;R00801;R00802;R06087;R06088
K00648,2.3.1.180,R10707
K07014,,
K02529,,
K01187,3.2.1.20,R00028;R00801;R00802;R06087;R06088
K00817,2.6.1.9,R00694;R00734;R03243
K02335,2.7.7.7,
K01689,4.2.1.11,R00658
K19776,,
K01387,3.4.24.3,
K00948,2.7.6.1,R01049
K01869,6.1.1.4,R03657
K07285,,
K06286,,
K02337,2.7.7.7,
K21573,,
K02841,2.4.99.23,
K01810,5.3.1.9,R00771;R02739;R02740;R03321;R13199
K03546,,
K07497,,
K00793,2.5.1.9,R00066
K02945,,
K04759,,
K12132,2.7.11.1,
K03587,3.4.16.4,
K01486,3.5.4.2,R01244
K10854,6.4.1.6,R05735
K03403,6.6.1.1,R03877
K19231,,
K12529,,R07229
K12368,,
K12511,,
K01870,6.1.1.5,R03656
K00548,2.1.1.13,R00946;R09365
K02851,2.7.8.33;2.7.8.35,R08856;R10137;R12075;R12859
K00244,1.3.5.1,R02164
K01060,3.1.1.41,R03062
K03500,2.1.1.176,
K03929,,
K01873,6.1.1.9,R03665
K01925,6.3.2.9,R02783
K12573,3.1.13.1,
K00322,1.6.1.1,R00112
K05349,3.2.1.21,R00026;R00306;R02558;R02887;R02985;R03527;R04949;R04998;R10035;R10039;R10040;R13051;R13052;R13065;R13081
K23535,,
K13482,1.17.1.4,R01768;R02103
K00104,1.1.99.14,R00475;R00476
K01181,3.2.1.8,
K00219,1.3.1.34,
K02465,,
K01048,3.1.1.5,
K21573,,
K00986,2.7.7.49,
K01205,3.2.1.50,R07816
K00821,2.6.1.11;2.6.1.17,R02283;R04475
K03641,,
K00759,2.4.2.7,R00190;R04378
K00568,2.1.1.222;2.1.1.64,R04988;R08769;R12657
K23518,3.1.1.106,R12390;R12391
K01714,4.3.3.7,R10147
K02609,1.14.13.149,R09838
K28465,5.3.1.8,R00772
K02909,,
K01232,3.2.1.122,R00837;R00838;R06113
K04759,,
K03307,,
K21573,,
K01875,6.1.1.11,R03662;R08218
K03106,3.6.5.4,
K01214,3.2.1.68,R09995;R11261
K00998,2.7.8.8,R01800
K01262,3.4.11.9,
K02482,2.7.13.3,
K11753,2.7.1.26;2.7.7.2,R00161;R00549
K03980,,
K07003,,
K03696,,
K01895,6.2.1.1,R00235;R00236;R00316;R00925;R00926;R01354
K14059,,
K02005,,
K13730,,
K18138,,
K01925,6.3.2.9,R02783
K02355,,
K27601,4.1.1.72,
K01153,3.1.21.3,
K04043,,
K06177,5.4.99.28;5.4.99.29,
K02038,,
K01960,6.4.1.1,R00344
K16695,,
K03566,,
K12257,,
K02117,7.1.2.2;7.2.2.1,
K01666,4.1.3.39,R00750
K01652,2.2.1.6,R00006;R00014;R00226;R03050;R04672;R04673;R08648
K06919,,
K01179,3.2.1.4,R06200;R11307;R11308
K01006,2.7.9.1,R00206
K02029,,
K01200,3.2.1.41,R02111
K00568,2.1.1.222;2.1.1.64,R04988;R08769;R12657
K07452,,
K01190,3.2.1.23,R01105;R01678;R03355;R04783;R06114
K03169,5.6.2.1,
K00121,1.1.1.1;1.1.1.284,R00623;R00754;R02124;R04880;R05233;R05234;R06917;R06927;R06983;R07105;R08281;R08306;R08310
K00963,2.7.7.9,R00289
K26252,,
