KO,EC,Reaction,role,metabolite
K00200,1.2.7.12,R08060,substrate,C01001
K00200,1.2.7.12,R08060,substrate,C00001
K00200,1.2.7.12,R08060,product,C00058
K00200,1.2.7.12,R08060,product,C00862
K00170,1.2.7.1,R01196,substrate,C00138
K00170,1.2.7.1,R01196,substrate,C00024
K00170,1.2.7.1,R01196,substrate,C00011
K00170,1.2.7.1,R01196,substrate,C00080
K00170,1.2.7.1,R01196,product,C00139
K00170,1.2.7.1,R01196,product,C00022
K00170,1.2.7.1,R01196,product,C00010
K00170,1.2.7.1,R01199,substrate,C00139
K00170,1.2.7.1,R01199,substrate,C00109
K00170,1.2.7.1,R01199,substrate,C00010
K00170,1.2.7.1,R01199,product,C00138
K00170,1.2.7.1,R01199,product,C00100
K00170,1.2.7.1,R01199,product,C00011
K00170,1.2.7.1,R01199,product,C00080
K00170,1.2.7.1,R08034,substrate,C16396
K00170,1.2.7.1,R08034,product,C16399
K03788,3.1.3.2,R00548,substrate,C00061
K03788,3.1.3.2,R00548,substrate,C00001
K03788,3.1.3.2,R00548,product,C00255
K03788,3.1.3.2,R00548,product,C00009
K00066,1.1.1.132,R00880,substrate,C00096
K00066,1.1.1.132,R00880,substrate,C00001
K00066,1.1.1.132,R00880,substrate,C00003
K00066,1.1.1.132,R00880,product,C00976
K00066,1.1.1.132,R00880,product,C00004
K00066,1.1.1.132,R00880,product,C00080
K06133,,R01625,substrate,C00010
K06133,,R01625,substrate,C03688
K06133,,R01625,product,C00054
K06133,,R01625,product,C00229
K22083,2.1.1.21,R01586,substrate,C00218
K22083,2.1.1.21,R01586,substrate,C00025
K22083,2.1.1.21,R01586,product,C00014
K22083,2.1.1.21,R01586,product,C01046
K07558,2.7.7.72,R09382,substrate,C02211
K07558,2.7.7.72,R09382,substrate,C00063
K07558,2.7.7.72,R09382,substrate,C00002
K07558,2.7.7.72,R09382,product,C19085
K07558,2.7.7.72,R09382,product,C00013
K07558,2.7.7.72,R09383,substrate,C02211
K07558,2.7.7.72,R09383,substrate,C00063
K07558,2.7.7.72,R09383,product,C19078
K07558,2.7.7.72,R09383,product,C00013
K07558,2.7.7.72,R09384,substrate,C19078
K07558,2.7.7.72,R09384,substrate,C00063
K07558,2.7.7.72,R09384,product,C19080
K07558,2.7.7.72,R09384,product,C00013
K07558,2.7.7.72,R09386,substrate,C19080
K07558,2.7.7.72,R09386,substrate,C00002
K07558,2.7.7.72,R09386,product,C19085
K07558,2.7.7.72,R09386,product,C00013
K00231,1.3.3.15;1.3.3.4,R03222,substrate,C01079
K00231,1.3.3.15;1.3.3.4,R03222,substrate,C00007
K00231,1.3.3.15;1.3.3.4,R03222,product,C02191
K00231,1.3.3.15;1.3.3.4,R03222,product,C00027
K00231,1.3.3.15;1.3.3.4,R04178,substrate,C03263
K00231,1.3.3.15;1.3.3.4,R04178,substrate,C00007
K00231,1.3.3.15;1.3.3.4,R04178,product,C05770
K00231,1.3.3.15;1.3.3.4,R04178,product,C00027
K04518,4.2.1.51,R00691,substrate,C00826
K04518,4.2.1.51,R00691,product,C00079
K04518,4.2.1.51,R00691,product,C00001
K04518,4.2.1.51,R00691,product,C00011
K04518,4.2.1.51,R01373,substrate,C00254
K04518,4.2.1.51,R01373,product,C00166
K04518,4.2.1.51,R01373,product,C00001
K04518,4.2.1.51,R01373,product,C00011
K12529,,R07229,substrate,C05684
K12529,,R07229,substrate,C00001
K12529,,R07229,substrate,C00125
K12529,,R07229,product,C05697
K12529,,R07229,product,C00126
K01750,4.3.1.12,R00671,substrate,C00077
K01750,4.3.1.12,R00671,product,C00148
K01750,4.3.1.12,R00671,product,C00014
K00201,1.2.7.12,R03015,substrate,C01001
K00201,1.2.7.12,R03015,substrate,C00139
K00201,1.2.7.12,R03015,substrate,C00001
K00201,1.2.7.12,R03015,product,C00862
K00201,1.2.7.12,R03015,product,C00138
K00201,1.2.7.12,R03015,product,C00011
K00201,1.2.7.12,R03015,product,C00080
K00201,1.2.7.12,R08060,substrate,C01001
K00201,1.2.7.12,R08060,substrate,C00001
K00201,1.2.7.12,R08060,product,C00058
K00201,1.2.7.12,R08060,product,C00862
K22956,2.3.1.184,R08940,substrate,C00173
K22956,2.3.1.184,R08940,substrate,C00019
K22956,2.3.1.184,R08940,product,C00229
K22956,2.3.1.184,R08940,product,C00170
K22956,2.3.1.184,R08940,product,C18049
K00094,1.1.1.251,R05571,substrate,C06311
K00094,1.1.1.251,R05571,substrate,C00003
K00094,1.1.1.251,R05571,product,C01097
K00094,1.1.1.251,R05571,product,C00004
K00094,1.1.1.251,R05571,product,C00080
K02560,2.3.1.243,R05075,substrate,C05761
K02560,2.3.1.243,R05075,substrate,C06251
K02560,2.3.1.243,R05075,product,C06026
K02560,2.3.1.243,R05075,product,C00229
K02560,2.3.1.243,R12197,substrate,C05761
K02560,2.3.1.243,R12197,substrate,C20933
K02560,2.3.1.243,R12197,product,C21991
K02560,2.3.1.243,R12197,product,C00229
K08320,3.6.1.65,R00515,substrate,C00063
K08320,3.6.1.65,R00515,substrate,C00001
K08320,3.6.1.65,R00515,product,C00055
K08320,3.6.1.65,R00515,product,C00013
K08320,3.6.1.65,R01668,substrate,C00458
K08320,3.6.1.65,R01668,substrate,C00001
K08320,3.6.1.65,R01668,product,C00239
K08320,3.6.1.65,R01668,product,C00013
K01034,2.8.3.8;2.8.3.9,R01179,substrate,C00136
K01034,2.8.3.8;2.8.3.9,R01179,substrate,C00033
K01034,2.8.3.8;2.8.3.9,R01179,product,C00246
K01034,2.8.3.8;2.8.3.9,R01179,product,C00024
K01034,2.8.3.8;2.8.3.9,R01359,substrate,C00332
K01034,2.8.3.8;2.8.3.9,R01359,substrate,C00033
K01034,2.8.3.8;2.8.3.9,R01359,product,C00164
K01034,2.8.3.8;2.8.3.9,R01359,product,C00024
K01034,2.8.3.8;2.8.3.9,R01365,substrate,C00136
K01034,2.8.3.8;2.8.3.9,R01365,substrate,C00164
K01034,2.8.3.8;2.8.3.9,R01365,product,C00246
K01034,2.8.3.8;2.8.3.9,R01365,product,C00332
K01034,2.8.3.8;2.8.3.9,R07832,substrate,C16272
K01034,2.8.3.8;2.8.3.9,R07832,substrate,C00024
K01034,2.8.3.8;2.8.3.9,R07832,product,C16273
K01034,2.8.3.8;2.8.3.9,R07832,product,C00033
K15519,2.7.1.74;2.7.1.76,R01666,substrate,C00002
K15519,2.7.1.74;2.7.1.76,R01666,substrate,C00881
K15519,2.7.1.74;2.7.1.76,R01666,product,C00008
K15519,2.7.1.74;2.7.1.76,R01666,product,C00239
K15519,2.7.1.74;2.7.1.76,R02089,substrate,C00002
K15519,2.7.1.74;2.7.1.76,R02089,substrate,C00559
K15519,2.7.1.74;2.7.1.76,R02089,product,C00008
K15519,2.7.1.74;2.7.1.76,R02089,product,C00360
K06118,3.13.1.1,R05775,substrate,C00029
K06118,3.13.1.1,R05775,substrate,C00094
K06118,3.13.1.1,R05775,product,C11521
K06118,3.13.1.1,R05775,product,C00001
K01635,4.1.2.40,R01069,substrate,C03785
K01635,4.1.2.40,R01069,product,C00111
K01635,4.1.2.40,R01069,product,C00118
K17228,1.14.14.35,R10203,substrate,C11142
K17228,1.14.14.35,R10203,substrate,C01847
K17228,1.14.14.35,R10203,substrate,C00007
K17228,1.14.14.35,R10203,product,C11145
K17228,1.14.14.35,R10203,product,C00067
K17228,1.14.14.35,R10203,product,C00061
K17228,1.14.14.35,R10203,product,C00001
K22396,4.2.1.82,R02429,substrate,C00502
K22396,4.2.1.82,R02429,product,C03826
K22396,4.2.1.82,R02429,product,C00001
K20566,1.1.3.43,R08896,substrate,C01743
K20566,1.1.3.43,R08896,substrate,C00007
K20566,1.1.3.43,R08896,product,C17583
K20566,1.1.3.43,R08896,product,C00027
K20566,1.1.3.43,R10207,substrate,C20353
K20566,1.1.3.43,R10207,substrate,C00007
K20566,1.1.3.43,R10207,product,C20351
K20566,1.1.3.43,R10207,product,C00027
K20566,1.1.3.43,R11267,substrate,C20614
K20566,1.1.3.43,R11267,substrate,C00007
K20566,1.1.3.43,R11267,product,C21251
K20566,1.1.3.43,R11267,product,C00027
K20566,1.1.3.43,R11268,substrate,C01823
K20566,1.1.3.43,R11268,substrate,C00007
K20566,1.1.3.43,R11268,product,C21252
K20566,1.1.3.43,R11268,product,C00027
K26138,1.7.1.4,R00787,substrate,C00014
K26138,1.7.1.4,R00787,substrate,C00003
K26138,1.7.1.4,R00787,substrate,C00001
K26138,1.7.1.4,R00787,product,C00088
K26138,1.7.1.4,R00787,product,C00004
K26138,1.7.1.4,R00787,product,C00080
K26138,1.7.1.4,R00789,substrate,C00014
K26138,1.7.1.4,R00789,substrate,C00006
K26138,1.7.1.4,R00789,substrate,C00001
K26138,1.7.1.4,R00789,product,C00088
K26138,1.7.1.4,R00789,product,C00005
K26138,1.7.1.4,R00789,product,C00080
K00090,1.1.1.215;1.1.1.79;1.1.1.81,R00465,substrate,C00160
K00090,1.1.1.215;1.1.1.79;1.1.1.81,R00465,substrate,C00006
K00090,1.1.1.215;1.1.1.79;1.1.1.81,R00465,product,C00048
K00090,1.1.1.215;1.1.1.79;1.1.1.81,R00465,product,C00005
K00090,1.1.1.215;1.1.1.79;1.1.1.81,R00465,product,C00080
K00090,1.1.1.215;1.1.1.79;1.1.1.81,R01388,substrate,C00258
K00090,1.1.1.215;1.1.1.79;1.1.1.81,R01388,substrate,C00003
K00090,1.1.1.215;1.1.1.79;1.1.1.81,R01388,product,C00168
K00090,1.1.1.215;1.1.1.79;1.1.1.81,R01388,product,C00004
K00090,1.1.1.215;1.1.1.79;1.1.1.81,R01388,product,C00080
K00090,1.1.1.215;1.1.1.79;1.1.1.81,R01392,substrate,C00258
K00090,1.1.1.215;1.1.1.79;1.1.1.81,R01392,substrate,C00006
K00090,1.1.1.215;1.1.1.79;1.1.1.81,R01392,product,C00168
K00090,1.1.1.215;1.1.1.79;1.1.1.81,R01392,product,C00005
K00090,1.1.1.215;1.1.1.79;1.1.1.81,R01392,product,C00080
K00090,1.1.1.215;1.1.1.79;1.1.1.81,R01739,substrate,C00257
K00090,1.1.1.215;1.1.1.79;1.1.1.81,R01739,substrate,C00006
K00090,1.1.1.215;1.1.1.79;1.1.1.81,R01739,product,C06473
K00090,1.1.1.215;1.1.1.79;1.1.1.81,R01739,product,C00005
K00090,1.1.1.215;1.1.1.79;1.1.1.81,R01739,product,C00080
K02744,,R08366,substrate,C01132
K02744,,R08366,substrate,C04261
K02744,,R08366,product,C06376
K02744,,R08366,product,C00615
K02744,,R08367,substrate,C02262
K02744,,R08367,substrate,C04261
K02744,,R08367,product,C06377
K02744,,R08367,product,C00615
K03518,1.2.5.3,R11168,substrate,C00237
K03518,1.2.5.3,R11168,substrate,C15602
K03518,1.2.5.3,R11168,substrate,C00001
K03518,1.2.5.3,R11168,product,C00011
K03518,1.2.5.3,R11168,product,C15603
K02371,1.3.1.9,R01403,substrate,C00173
K02371,1.3.1.9,R01403,substrate,C00003
K02371,1.3.1.9,R01403,product,C00693
K02371,1.3.1.9,R01403,product,C00004
K02371,1.3.1.9,R01403,product,C00080
K02371,1.3.1.9,R04429,substrate,C05745
K02371,1.3.1.9,R04429,substrate,C00003
K02371,1.3.1.9,R04429,product,C04246
K02371,1.3.1.9,R04429,product,C00004
K02371,1.3.1.9,R04429,product,C00080
K02371,1.3.1.9,R04724,substrate,C05223
K02371,1.3.1.9,R04724,substrate,C00003
K02371,1.3.1.9,R04724,product,C05758
K02371,1.3.1.9,R04724,product,C00004
K02371,1.3.1.9,R04724,product,C00080
K02371,1.3.1.9,R04955,substrate,C05749
K02371,1.3.1.9,R04955,substrate,C00003
K02371,1.3.1.9,R04955,product,C05748
K02371,1.3.1.9,R04955,product,C00004
K02371,1.3.1.9,R04955,product,C00080
K02371,1.3.1.9,R04958,substrate,C05752
K02371,1.3.1.9,R04958,substrate,C00003
K02371,1.3.1.9,R04958,product,C05751
K02371,1.3.1.9,R04958,product,C00004
K02371,1.3.1.9,R04958,product,C00080
K02371,1.3.1.9,R04961,substrate,C05755
K02371,1.3.1.9,R04961,substrate,C00003
K02371,1.3.1.9,R04961,product,C05754
K02371,1.3.1.9,R04961,product,C00004
K02371,1.3.1.9,R04961,product,C00080
K02371,1.3.1.9,R04966,substrate,C05761
K02371,1.3.1.9,R04966,substrate,C00003
K02371,1.3.1.9,R04966,product,C05760
K02371,1.3.1.9,R04966,product,C00004
K02371,1.3.1.9,R04966,product,C00080
K02371,1.3.1.9,R04969,substrate,C05764
K02371,1.3.1.9,R04969,substrate,C00003
K02371,1.3.1.9,R04969,product,C05763
K02371,1.3.1.9,R04969,product,C00004
K02371,1.3.1.9,R04969,product,C00080
K02371,1.3.1.9,R07765,substrate,C16221
K02371,1.3.1.9,R07765,substrate,C00004
K02371,1.3.1.9,R07765,substrate,C00080
K02371,1.3.1.9,R07765,product,C04088
K02371,1.3.1.9,R07765,product,C00003
K13017,2.6.1.98,R10141,substrate,C20395
K13017,2.6.1.98,R10141,substrate,C00025
K13017,2.6.1.98,R10141,product,C20359
K13017,2.6.1.98,R10141,product,C00026
K15945,,R09330,substrate,C18631
K15945,,R09330,product,C18632
K20455,4.2.1.117,R11263,substrate,C02225
K20455,4.2.1.117,R11263,product,C21250
K20455,4.2.1.117,R11263,product,C00001
K00097,1.1.1.262,R05681,substrate,C06055
K00097,1.1.1.262,R05681,substrate,C00003
K00097,1.1.1.262,R05681,product,C07335
K00097,1.1.1.262,R05681,product,C00004
K00097,1.1.1.262,R05681,product,C00080
K00097,1.1.1.262,R05837,substrate,C06055
K00097,1.1.1.262,R05837,substrate,C00003
K00097,1.1.1.262,R05837,product,C11638
K00097,1.1.1.262,R05837,product,C00004
K00097,1.1.1.262,R05837,product,C00080
K00097,1.1.1.262,R05837,product,C00011
K00097,1.1.1.262,R07406,substrate,C07335
K00097,1.1.1.262,R07406,product,C11638
K00097,1.1.1.262,R07406,product,C00011
K28125,5.1.3.42,R12220,substrate,C00352
K28125,5.1.3.42,R12220,product,C06377
K00009,1.1.1.17,R00758,substrate,C00644
K00009,1.1.1.17,R00758,substrate,C00003
K00009,1.1.1.17,R00758,product,C00085
K00009,1.1.1.17,R00758,product,C00004
K00009,1.1.1.17,R00758,product,C00080
K00009,1.1.1.17,R02703,substrate,C00644
K00009,1.1.1.17,R02703,substrate,C00003
K00009,1.1.1.17,R02703,product,C05345
K00009,1.1.1.17,R02703,product,C00004
K00009,1.1.1.17,R02703,product,C00080
K00728,2.4.1.109,R04072,substrate,C03862
K00728,2.4.1.109,R04072,substrate,C02189
K00728,2.4.1.109,R04072,product,C00110
K00728,2.4.1.109,R04072,product,C02863
K00728,2.4.1.109,R07620,substrate,G10617
K00728,2.4.1.109,R07620,substrate,C02189
K00728,2.4.1.109,R07620,product,G10622
K00728,2.4.1.109,R07620,product,G13027
K00728,2.4.1.109,R11399,substrate,C03862
K00728,2.4.1.109,R11399,substrate,C19803
K00728,2.4.1.109,R11399,product,C00110
K00728,2.4.1.109,R11399,product,C20722
K02297,7.1.1.3,R11335,substrate,C00390
K02297,7.1.1.3,R11335,substrate,C00007
K02297,7.1.1.3,R11335,substrate,C00080
K02297,7.1.1.3,R11335,product,C00399
K02297,7.1.1.3,R11335,product,C00001
K02297,7.1.1.3,R11335,product,C00080
K02297,7.1.1.3,R13247,substrate,C15603
K02297,7.1.1.3,R13247,substrate,C00007
K02297,7.1.1.3,R13247,substrate,C00080
K02297,7.1.1.3,R13247,product,C15602
K02297,7.1.1.3,R13247,product,C00001
K02297,7.1.1.3,R13247,product,C00080
K05884,1.1.1.337,R07136,substrate,C11537
K05884,1.1.1.337,R07136,substrate,C00003
K05884,1.1.1.337,R07136,product,C05528
K05884,1.1.1.337,R07136,product,C00004
K05884,1.1.1.337,R07136,product,C00080
K01908,6.2.1.17,R00925,substrate,C00002
K01908,6.2.1.17,R00925,substrate,C00163
K01908,6.2.1.17,R00925,substrate,C00010
K01908,6.2.1.17,R00925,product,C00020
K01908,6.2.1.17,R00925,product,C00013
K01908,6.2.1.17,R00925,product,C00100
K01908,6.2.1.17,R00926,substrate,C05983
K01908,6.2.1.17,R00926,substrate,C00010
K01908,6.2.1.17,R00926,product,C00020
K01908,6.2.1.17,R00926,product,C00100
K01908,6.2.1.17,R01354,substrate,C00002
K01908,6.2.1.17,R01354,substrate,C00163
K01908,6.2.1.17,R01354,product,C00013
K01908,6.2.1.17,R01354,product,C05983
K00795,2.5.1.1;2.5.1.10,R01658,substrate,C00235
K00795,2.5.1.1;2.5.1.10,R01658,substrate,C00129
K00795,2.5.1.1;2.5.1.10,R01658,product,C00013
K00795,2.5.1.1;2.5.1.10,R01658,product,C00341
K00795,2.5.1.1;2.5.1.10,R02003,substrate,C00341
K00795,2.5.1.1;2.5.1.10,R02003,substrate,C00129
K00795,2.5.1.1;2.5.1.10,R02003,product,C00013
K00795,2.5.1.1;2.5.1.10,R02003,product,C00448
K13075,3.1.1.81,R08970,substrate,C18049
K13075,3.1.1.81,R08970,substrate,C00001
K13075,3.1.1.81,R08970,product,C18061
K24954,,R12707,substrate,C04137
K24954,,R12707,substrate,C00001
K24954,,R12707,substrate,C00028
K24954,,R12707,product,C00062
K24954,,R12707,product,C00022
K24954,,R12707,product,C00030
K00113,,R00848,substrate,C00093
K00113,,R00848,substrate,C00016
K00113,,R00848,product,C00111
K00113,,R00848,product,C01352
K12506,2.7.7.60;4.6.1.12,R05633,substrate,C11434
K12506,2.7.7.60;4.6.1.12,R05633,substrate,C00063
K12506,2.7.7.60;4.6.1.12,R05633,product,C11435
K12506,2.7.7.60;4.6.1.12,R05633,product,C00013
K12506,2.7.7.60;4.6.1.12,R05637,substrate,C11436
K12506,2.7.7.60;4.6.1.12,R05637,product,C11453
K12506,2.7.7.60;4.6.1.12,R05637,product,C00055
K05710,,R06782,substrate,C05629
K05710,,R06782,substrate,C00007
K05710,,R06782,substrate,C00004
K05710,,R06782,substrate,C00080
K05710,,R06782,product,C11588
K05710,,R06782,product,C00003
K05710,,R06783,substrate,C00423
K05710,,R06783,substrate,C00007
K05710,,R06783,substrate,C00004
K05710,,R06783,substrate,C00080
K05710,,R06783,product,C12622
K05710,,R06783,product,C00003
K23264,6.3.5.3,R04463,substrate,C00002
K23264,6.3.5.3,R04463,substrate,C04376
K23264,6.3.5.3,R04463,substrate,C00064
K23264,6.3.5.3,R04463,substrate,C00001
K23264,6.3.5.3,R04463,product,C00008
K23264,6.3.5.3,R04463,product,C00009
K23264,6.3.5.3,R04463,product,C04640
K23264,6.3.5.3,R04463,product,C00025
K00102,1.1.2.4,R00197,substrate,C00256
K00102,1.1.2.4,R00197,substrate,C00125
K00102,1.1.2.4,R00197,product,C00022
K00102,1.1.2.4,R00197,product,C00126
K00102,1.1.2.4,R00197,product,C00080
K23149,3.1.1.104,R12248,substrate,C22034
K23149,3.1.1.104,R12248,substrate,C00001
K23149,3.1.1.104,R12248,product,C22035
K23149,3.1.1.104,R12249,substrate,C22036
K23149,3.1.1.104,R12249,substrate,C00001
K23149,3.1.1.104,R12249,product,C22037
K01085,3.1.3.10,R00947,substrate,C00103
K01085,3.1.3.10,R00947,substrate,C00001
K01085,3.1.3.10,R00947,product,C00267
K01085,3.1.3.10,R00947,product,C00009
K01841,5.4.2.9,R00661,substrate,C00074
K01841,5.4.2.9,R00661,product,C02798
K08681,4.3.3.6,R07456,substrate,C00118
K08681,4.3.3.6,R07456,substrate,C00199
K08681,4.3.3.6,R07456,substrate,C00064
K08681,4.3.3.6,R07456,product,C00018
K08681,4.3.3.6,R07456,product,C00025
K08681,4.3.3.6,R07456,product,C00009
K08681,4.3.3.6,R07456,product,C00001
K08681,4.3.3.6,R10089,substrate,C00117
K08681,4.3.3.6,R10089,substrate,C00118
K08681,4.3.3.6,R10089,substrate,C00064
K08681,4.3.3.6,R10089,product,C00018
K08681,4.3.3.6,R10089,product,C00025
K08681,4.3.3.6,R10089,product,C00001
K08681,4.3.3.6,R10089,product,C00009
K17948,5.1.3.24,R09797,substrate,C19909
K17948,5.1.3.24,R09797,product,C19910
K17948,5.1.3.24,R12769,substrate,C19909
K17948,5.1.3.24,R12769,product,C22382
K17948,5.1.3.24,R12770,substrate,C22382
K17948,5.1.3.24,R12770,product,C19910
K00822,2.6.1.18,R00907,substrate,C00041
K00822,2.6.1.18,R00907,substrate,C00222
K00822,2.6.1.18,R00907,product,C00022
K00822,2.6.1.18,R00907,product,C00099
K00822,2.6.1.18,R04187,substrate,C00041
K00822,2.6.1.18,R04187,substrate,C06002
K00822,2.6.1.18,R04187,product,C00022
K00822,2.6.1.18,R04187,product,C03284
K14164,6.1.1.14,R03654,substrate,C00002
K14164,6.1.1.14,R03654,substrate,C00037
K14164,6.1.1.14,R03654,substrate,C01642
K14164,6.1.1.14,R03654,product,C00020
K14164,6.1.1.14,R03654,product,C00013
K14164,6.1.1.14,R03654,product,C02412
K00803,2.5.1.26,R04311,substrate,C03372
K00803,2.5.1.26,R04311,substrate,C00339
K00803,2.5.1.26,R04311,product,C03715
K00803,2.5.1.26,R04311,product,C03129
K01430,3.5.1.5,R00131,substrate,C00086
K01430,3.5.1.5,R00131,substrate,C00001
K01430,3.5.1.5,R00131,product,C00011
K01430,3.5.1.5,R00131,product,C00014
K01430,3.5.1.5,R13420,substrate,C00086
K01430,3.5.1.5,R13420,substrate,C00001
K01430,3.5.1.5,R13420,product,C00288
K01430,3.5.1.5,R13420,product,C00014
K06162,3.6.1.63,R10186,substrate,C20422
K06162,3.6.1.63,R10186,substrate,C00001
K06162,3.6.1.63,R10186,product,C20423
K06162,3.6.1.63,R10186,product,C00013
K01971,6.5.1.1,R00381,substrate,C00002
K01971,6.5.1.1,R00381,substrate,C00039(n)
K01971,6.5.1.1,R00381,substrate,C02128(m)
K01971,6.5.1.1,R00381,product,C00020
K01971,6.5.1.1,R00381,product,C00013
K01971,6.5.1.1,R00381,product,C00039(n
K01971,6.5.1.1,R00381,product,m)
K00302,1.5.3.1;1.5.3.24,R00610,substrate,C00213
K00302,1.5.3.1;1.5.3.24,R00610,substrate,C00001
K00302,1.5.3.1;1.5.3.24,R00610,substrate,C00007
K00302,1.5.3.1;1.5.3.24,R00610,product,C00037
K00302,1.5.3.1;1.5.3.24,R00610,product,C00067
K00302,1.5.3.1;1.5.3.24,R00610,product,C00027
K00302,1.5.3.1;1.5.3.24,R12967,substrate,C00213
K00302,1.5.3.1;1.5.3.24,R12967,substrate,C00101
K00302,1.5.3.1;1.5.3.24,R12967,substrate,C00007
K00302,1.5.3.1;1.5.3.24,R12967,product,C00037
K00302,1.5.3.1;1.5.3.24,R12967,product,C00143
K00302,1.5.3.1;1.5.3.24,R12967,product,C00027
K01484,3.5.3.23,R04189,substrate,C03296
K01484,3.5.3.23,R04189,substrate,C00001
K01484,3.5.3.23,R04189,product,C03415
K01484,3.5.3.23,R04189,product,C00011
K01484,3.5.3.23,R04189,product,C00014
K02510,4.1.2.52,R01645,substrate,C05601
K02510,4.1.2.52,R01645,product,C00232
K02510,4.1.2.52,R01645,product,C00022
K02510,4.1.2.52,R01647,substrate,C00232
K02510,4.1.2.52,R01647,substrate,C00022
K02510,4.1.2.52,R01647,product,C06201
K05895,1.3.1.106;1.3.1.54,R05150,substrate,C06319
K05895,1.3.1.106;1.3.1.54,R05150,substrate,C00006
K05895,1.3.1.106;1.3.1.54,R05150,product,C06320
K05895,1.3.1.106;1.3.1.54,R05150,product,C00005
K05895,1.3.1.106;1.3.1.54,R05150,product,C00080
K05895,1.3.1.106;1.3.1.54,R05812,substrate,C11542
K05895,1.3.1.106;1.3.1.54,R05812,substrate,C00004
K05895,1.3.1.106;1.3.1.54,R05812,substrate,C00080
K05895,1.3.1.106;1.3.1.54,R05812,product,C11543
K05895,1.3.1.106;1.3.1.54,R05812,product,C00003
K01907,6.2.1.16,R01357,substrate,C00002
K01907,6.2.1.16,R01357,substrate,C00164
K01907,6.2.1.16,R01357,substrate,C00010
K01907,6.2.1.16,R01357,product,C00020
K01907,6.2.1.16,R01357,product,C00013
K01907,6.2.1.16,R01357,product,C00332
K00376,1.7.2.4,R02804,substrate,C00697
K00376,1.7.2.4,R02804,substrate,C00125
K00376,1.7.2.4,R02804,substrate,C00001
K00376,1.7.2.4,R02804,product,C00887
K00376,1.7.2.4,R02804,product,C00126
K00376,1.7.2.4,R02804,product,C00080
K13656,2.7.8.31,R09641,substrate,C00029
K13656,2.7.8.31,R09641,substrate,C17556
K13656,2.7.8.31,R09641,product,C00105
K13656,2.7.8.31,R09641,product,C19772
K00274,1.4.3.4,R02173,substrate,C00398
K00274,1.4.3.4,R02173,substrate,C00001
K00274,1.4.3.4,R02173,substrate,C00007
K00274,1.4.3.4,R02173,product,C00637
K00274,1.4.3.4,R02173,product,C00014
K00274,1.4.3.4,R02173,product,C00027
K00274,1.4.3.4,R02382,substrate,C00483
K00274,1.4.3.4,R02382,substrate,C00001
K00274,1.4.3.4,R02382,substrate,C00007
K00274,1.4.3.4,R02382,product,C03765
K00274,1.4.3.4,R02382,product,C00014
K00274,1.4.3.4,R02382,product,C00027
K00274,1.4.3.4,R02529,substrate,C01888
K00274,1.4.3.4,R02529,substrate,C00001
K00274,1.4.3.4,R02529,substrate,C00007
K00274,1.4.3.4,R02529,product,C00546
K00274,1.4.3.4,R02529,product,C00014
K00274,1.4.3.4,R02529,product,C00027
K00274,1.4.3.4,R02532,substrate,C00547
K00274,1.4.3.4,R02532,substrate,C00001
K00274,1.4.3.4,R02532,substrate,C00007
K00274,1.4.3.4,R02532,product,C05577
K00274,1.4.3.4,R02532,product,C00014
K00274,1.4.3.4,R02532,product,C00027
K00274,1.4.3.4,R02613,substrate,C05332
K00274,1.4.3.4,R02613,substrate,C00007
K00274,1.4.3.4,R02613,substrate,C00001
K00274,1.4.3.4,R02613,product,C00601
K00274,1.4.3.4,R02613,product,C00014
K00274,1.4.3.4,R02613,product,C00027
K00274,1.4.3.4,R02908,substrate,C00780
K00274,1.4.3.4,R02908,substrate,C00001
K00274,1.4.3.4,R02908,substrate,C00007
